User,Search Term,Tweet Text,Created on,Compound,Positive,Negative,Neutral,Timestamps
TEMASWATICINISO,@CNN,"RT @CNN: As many as 50% of Facebook employees could be working remotely within the next five to 10 years, CEO Mark Zuckerberg says https://…",2020-05-22 09:13:41,0.0,0.0,0.0,1.0,1590138821
carnthacats,@CNN,"RT @CogitoErgoSumAu: *** A mink may have infected a human with Covid-19, Dutch authorities believe
By Mick Krever and Rob Picheta, CNN""""

T…",2020-05-22 09:13:40,-0.7783,0.0,0.245,0.755,1590138820
JiQed,@CNN,"@CNN Sadly, autocrat Trump ""I have absolute powers"" couldn't care less about anything or anyone else but himself.",2020-05-22 09:13:33,-0.4047,0.0,0.188,0.812,1590138813
Emi_bibe,@CNN,"RT @CNN: ""You have been so strong and I am proud of the examples you have become."" 

First lady Melania Trump thanked students for adapting…",2020-05-22 09:13:31,0.8818,0.318,0.0,0.682,1590138811
Greebohobbes,@CNN,@ErnieHoffmeist1 @CNN And the bleach.,2020-05-22 09:13:31,0.0,0.0,0.0,1.0,1590138811
secjr112,@CNN,RT @JaniceDean: @ananavarro @CNN One guy faked his own quarantine. The other guy let recovering Covid patients back into nursing homes whic…,2020-05-22 09:13:26,0.0,0.0,0.0,1.0,1590138806
slh2813,@CNN,RT @CNN: First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they’ve had to make…,2020-05-22 09:13:24,0.7906,0.286,0.0,0.714,1590138804
homestead28,@CNN,RT @TheRightMelissa: @ananavarro @CNN Gov. Cuomo sent Covid patients to die &amp; infect others in nursing homes. Thousands died. Did CNN cover…,2020-05-22 09:13:22,-0.8176,0.0,0.273,0.727,1590138802
CMWQuintanar,@CNN,"@JaniceDean @ananavarro @CNN So, you're blaming the Governor ofnNY for the deaths of your in laws but not the POTUS who made it impossible for NY to catch up with the spread? Where exactly are nursing home patients who are recovering but not dire supposed to go when the hospitals are full? Sorry for ur loss.",2020-05-22 09:13:22,-0.3899,0.052,0.111,0.838,1590138802
waseems16339443,@CNN,@CNN Still nothing for doctors and medical professionals 🤔 military what did they do in Corona ?,2020-05-22 09:13:22,0.0,0.0,0.0,1.0,1590138802
odin0101,@CNN,@CNN Polls ? Anything to look better,2020-05-22 09:13:21,0.4404,0.326,0.0,0.674,1590138801
Greggmag,@CNN,"@CNN I like!!!
#FLOTUS https://t.co/eworkcaK6V",2020-05-22 09:13:21,0.5229,0.458,0.0,0.542,1590138801
DsJetskifast,@CNN,@TheDemocrats @KamalaHarris @MSNBC @TODAYshow @donlemon  @CNN @TheView @people @CillizzaCNN @politico @GovWhitmer What if the elderly man  was black and the vicious animal was white? Would MSM and the useless Gov Whitmere be on air 24/7 https://t.co/O8g9Ldm9xZ,2020-05-22 09:13:20,-0.6486,0.0,0.135,0.865,1590138800
ForMotionCreatv,@CNN,@CNN @BlissTabitha Bad idea. Very. 😡,2020-05-22 09:13:18,-0.5423,0.0,0.368,0.632,1590138798
JackdaSparrow1,@CNN,@CNN Who,2020-05-22 09:13:18,0.0,0.0,0.0,1.0,1590138798
Ms_Aisling,@CNN,@__MelissaHarris @ScottTobias11 @CNN you may not like her but you can't say she isn't beautiful,2020-05-22 09:13:16,-0.6979,0.0,0.308,0.692,1590138796
ehillenbrand1,@CNN,"@CincinnatusPax @JStP1990 @ananavarro @CNN Until May, CMMS reimbursement rules essentially required that hospitals discharge post-acute COVID patients, either to home or SNFs (they would not pay hospitals for the higher standard of care.  New York was following these guidelines.",2020-05-22 09:13:15,0.5417,0.108,0.0,0.892,1590138795
DigitalTrendsN1,@CNN,RT @CNN: First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they’ve had to make…,2020-05-22 09:13:14,0.7906,0.286,0.0,0.714,1590138794
KnowledgeRajesh,@CNN,"RT @KnowledgeRajesh: @observer @CNN @cnni @PTI_News

New messages are being sent",2020-05-22 09:13:05,0.0,0.0,0.0,1.0,1590138785
AnthonyPecora72,@CNN,@CNN I thought her name was #karen?,2020-05-22 09:13:05,0.0,0.0,0.0,1.0,1590138785
sandramoalla,@CNN,@JanineMaverick @Brand0nOrtiz @GaysForTrumpTN @CNN @FLOTUS Ah my bad. Shes has an alleged accusation from axl rose as a former hooker though.,2020-05-22 09:13:04,-0.6705,0.0,0.224,0.776,1590138784
angelnorth2,@CNN,@CNN It should of happened after the first death and stayed like that until the virus is gone........,2020-05-22 09:13:04,-0.34,0.112,0.174,0.714,1590138784
PRHTH,@CNN,RT @CNN: Victoria's Secret is permanently closing 250 stores in the US and Canada https://t.co/ECHjvgzbEA,2020-05-22 09:13:03,0.0,0.0,0.0,1.0,1590138783
Doc_Aybolit,@CNN,@GratiaMagnusme @RodrigoLeyenda1 @JBmarti3 @CNN @StCollinson He closed the border too late. But by the time he was boasting about closing the border to China the virus was coming here from Europe. What was Trump doing? Golfing. What did he do after? Complain. Then he held PPE as hostage.,2020-05-22 09:13:03,-0.5588,0.0,0.071,0.929,1590138783
LanahD33,@CNN,"@donteatthesnow @suttleman44 @CNN Fine than just say so. But to say F*** off. I’m sorry but that’s not how civilized people behave. I don’t have kids yet, but if I do some day, I’d want them to live in a world where communication hasn’t gone to hell in a handbasket. I’m sure even Obama would agree with that.",2020-05-22 09:13:01,-0.2023,0.131,0.114,0.755,1590138781
gensan2525,@CNN,"RT @CNN: Bugs crawling on your strawberries? That's normal, according to some experts, despite a recent TikTok trend that suggests otherwis…",2020-05-22 09:12:59,0.0,0.0,0.0,1.0,1590138779
Bart35091946,@CNN,RT @CNN: First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they’ve had to make…,2020-05-22 09:12:58,0.7906,0.286,0.0,0.714,1590138778
KnowledgeRajesh,@CNN,"RT @KnowledgeRajesh: @newsweek @nypost @HuffPost
@NewYorker @Salon @MSNBC @thehill 
@NPR @TODAYshow @politico 

@BBCWorld @IndiaToday @ap @…",2020-05-22 09:12:58,0.0,0.0,0.0,1.0,1590138778
iSuIltan,@CNN,@stormshaddoow @MBS_MBSKSA @realDonaldTrump @VP @SecPompeo @WhiteHouse @guardian @Independent @Telegraph @washingtonpost @TheSun @nytimes @AP @FoxNews @CNN @ABC @WSJ @thetimes @BBCWorld @Reuters In islam it works like that,2020-05-22 09:12:56,0.3612,0.091,0.0,0.909,1590138776
007Dufour007,@CNN,"RT @007Dufour007: @CNN hello Fans of CNN💝

prayer for the Human family 💃🕺👫😷💐

I invite you to follow me🌞

My Page🦊
https: //www.facebook.co…",2020-05-22 09:12:56,0.1531,0.036,0.0,0.964,1590138776
eduvallejo33,@CNN,"@MalaRaza3 @MariaFerTh1 @MonederoJC Es lo tiene hacer cosas ilegales, que siempre te llega tu día. Y yo lo he leído de la @CNN , en España no lo sacan. Ya verás como ninguno pone un pie fuera de España.",2020-05-22 09:12:56,-0.296,0.0,0.055,0.945,1590138776
AHeilender,@CNN,@CNN Her voice is always like a red light hotline... can't hide your nature...,2020-05-22 09:12:55,0.4621,0.251,0.0,0.749,1590138775
4mrrmcdo,@CNN,@CNN I once worked that and it was pretty good,2020-05-22 09:12:55,0.7269,0.433,0.0,0.567,1590138775
KnowledgeRajesh,@CNN,"RT @KnowledgeRajesh: @SkyNews 

@BBCWorld @IndiaToday @ap @reuters
@the_hindu @IndianExpress @observer @CNN @cnni @PTI_News

New messages a…",2020-05-22 09:12:53,0.0,0.0,0.0,1.0,1590138773
happy_catholic,@CNN,"RT @CNN: ""You have been so strong and I am proud of the examples you have become."" 

First lady Melania Trump thanked students for adapting…",2020-05-22 09:12:50,0.8818,0.318,0.0,0.682,1590138770
21douggie,@CNN,"RT @CNN: When ""Pac-Man"" debuted 40 years ago, no one could have predicted it would become the most successful arcade game of all time. But…",2020-05-22 09:12:50,0.4391,0.14,0.075,0.785,1590138770
JonECla29170662,@CNN,"So @yasminv @AnaCabrera @CNN @MSNBC 2 - @morningmika 2 so @TheDemocrats the answer is Joe Biden n' Val Demings or Stacy Abams? Really - who's heard of any of them - no one - has - nobody - K' good luck w/tht' - bunker hunker down n' pick a VP cause well, demographics - OK -fine.",2020-05-22 09:12:49,0.8602,0.196,0.034,0.77,1590138769
DavidZ0983wu,@CNN,"@CNN Trump is finally doing something right. I'm sure somebody else thought of it since Trump completely lacks empathy, but still, kudos to Trump for doing the right thing.",2020-05-22 09:12:49,0.7269,0.184,0.0,0.816,1590138769
DIXON_Magic,@CNN,Fake news? @ChristineRomans @LauraAJarrett @EarlyStart @CNN @JohnBerman @JohnAvlon @NewDay @abbydphillip @wolfblitzer @jaketapper @ChrisCuomo @donlemon @jimsciutto @PoppyHarlowCNN @GloriaBorger @DanaBashCNN @hilaryr @joelockhart @CharlesMBlow @keithboykin @AprilDRyan @errollouis https://t.co/bXmTqXRStm,2020-05-22 09:12:46,-0.4767,0.0,0.114,0.886,1590138766
KnowledgeRajesh,@CNN,"RT @KnowledgeRajesh: @TOIIndiaNews @timesofindia 

@BBCWorld @AP @Reuters @ReutersIndia @ReutersScience @IndianExpress @the_hindu @cnni @ob…",2020-05-22 09:12:46,0.0,0.0,0.0,1.0,1590138766
pckrs1,@CNN,"RT @NickFondacaro: Instead of asking his brother, @NYGovCuomo why he decided to pack COVID patients into nursing homes, killing untold amou…",2020-05-22 09:12:43,-0.6597,0.0,0.18,0.82,1590138763
happy_catholic,@CNN,"@CNN ""She was a long cool woman in a black dress.
Just a 5'9"" beautiful 'n' tall.
Just one look I was a bad mess
'Cause that long cool woman had it all....""  -The Hollies
💝

#BeautifulMelania 
#LiberalWomenAreJealousOfYou",2020-05-22 09:12:42,0.3612,0.172,0.121,0.707,1590138762
KnowledgeRajesh,@CNN,"RT @KnowledgeRajesh: @AP @APWestRegion @AP_Politics
@AP_Top25 @APHealthScience @APBusiness
@AP_Politics @AP_Oddities @AP_europe
@Reuters @B…",2020-05-22 09:12:41,0.0,0.0,0.0,1.0,1590138761
GordonMcMillanB,@CNN,"@CNN iffy CDC... 100k will pass by Sunday that's 0.12 of the USA pop. and CDC says 0.4 die if infected means 30% of those that will die have..  that would mean 30% of pop. has been infected 100m+ so far. but its nearer 10m, thus x10 more will die making 4%, 3.5 was close the original.",2020-05-22 09:12:38,-0.8983,0.043,0.216,0.741,1590138758
arianrashid33,@CNN,RT @CNN: President Donald Trump announced Thursday that flags on federal buildings will be lowered to half-staff over the coming days to ho…,2020-05-22 09:12:35,-0.128,0.0,0.064,0.936,1590138755
amiako99,@CNN,"RT @mecchanikuniku: 日本語読める方いたらぜひこのセクシャルハラスメント行為を世界に広めてください

@bbcnewsjapan  
@NewsAsh 
@BBCMarikoOi 
@asahipress_ee 
@CNN 

死ぬこと以外かすりキス？ htt…",2020-05-22 09:12:33,0.0,0.0,0.0,1.0,1590138753
Don_Felipe007,@CNN,RT @draughn_deborah: @CNN 😷🌊 sleaze !!! They are perfect for each other !!! https://t.co/wuVkz7aeXz,2020-05-22 09:12:32,0.7067,0.213,0.0,0.787,1590138752
mvanessa74,@CNN,@Fercilidad @AnonClLegion @rvfradiopopular @CNN @CNNEE @24HorasTVN @T13 @Bienvenidos13 @ContigoCHV @LaRedTV @meganoticiascl @eldesconcierto @thecliniccl @El_Ciudadano @adnradiochile @chilevision @BuenosDiasTVN @thecliniccl @Cooperativa @colmedchile @DMatamala @tv_monica @tv_Amaro @jurgensenr @danielstingo @rafa_cavada,2020-05-22 09:12:32,0.0,0.0,0.0,1.0,1590138752
fendysatria_,@CNN,RT @CNN: President Donald Trump announced Thursday that flags on federal buildings will be lowered to half-staff over the coming days to ho…,2020-05-22 09:12:29,-0.128,0.0,0.064,0.936,1590138749
ikateufel,@CNN,RT @CNN: President Donald Trump announced Thursday that flags on federal buildings will be lowered to half-staff over the coming days to ho…,2020-05-22 09:12:28,-0.128,0.0,0.064,0.936,1590138748
a_dbruce,@CNN,@BishesBrew @CNN I'm guessing that IG's report had kushners name in it and pompous told trump as much. Kushner and pompous prob told trump he has to go.,2020-05-22 09:12:26,0.0,0.0,0.0,1.0,1590138746
joinbriantology,@CNN,BREAKING: biden and klobuchar camps are currently at a standstill as biden is demanding that he sniff klobuchar before finishing the vetting @JoeBiden @amyklobuchar @CNN,2020-05-22 09:12:25,-0.2263,0.0,0.073,0.927,1590138745
ms_anthr0pe,@CNN,@watsonsydaus @CNN Yup. Much more than actually wearing mask ins public. 😉😂🤦🏼‍♀️,2020-05-22 09:12:25,0.4404,0.132,0.066,0.801,1590138745
SpainOutsider,@CNN,@GregorioRCh #SOSEspaña @LauraCNN @CNNEE @CNN yo ahí veo un Pulitzer,2020-05-22 09:12:24,0.0,0.0,0.0,1.0,1590138744
IamWisdomofGod,@CNN,@CNN https://t.co/pNeB13QLbv,2020-05-22 09:12:23,0.0,0.0,0.0,1.0,1590138743
FeliesMadretsma,@CNN,"@PhilipTrucchio @CNN Sure. Imagine if Michelle had done that...really, the hypocrisy is to much when it comes to trump. Fuck off, no respect for empty head Melania. NON.",2020-05-22 09:12:23,-0.6761,0.067,0.23,0.703,1590138743
berniesoaresUH,@CNN,@TonyMerriman2 @CNN Yes I proudly am.,2020-05-22 09:12:19,0.743,0.612,0.0,0.388,1590138739
SaleemulHuq,@CNN,"RT @CNN: In new guidance for mathematical modelers and public health officials, the US Centers for Disease Control and Prevention is estima…",2020-05-22 09:12:17,0.0,0.0,0.0,1.0,1590138737
uniqueorn95,@CNN,RT @CNN: Victoria's Secret is permanently closing 250 stores in the US and Canada https://t.co/ECHjvgzbEA,2020-05-22 09:12:17,0.0,0.0,0.0,1.0,1590138737
ImaCanuck,@Fox,@realDonaldTrump @FoxNews Ouch @Fox your loosing your fan base here.,2020-05-22 09:14:45,0.3182,0.204,0.0,0.796,1590138885
KafkasOzgur1981,@Fox,@GuzinYildizz @fox @KucukkayaIsmail hainlik ve yalan dolan olduktan sonra nezaket olsa neye yarar nezakette var denebilirmi o da ayrı mesele..kaçak köşkçüler memleketi talan ettiler,2020-05-22 09:03:06,0.0,0.0,0.0,1.0,1590138186
AbizetAbuzet,@Fox,"@GuzinYildizz @fox @KucukkayaIsmail güzin hanım bizim muhatap olmak zorunda kaldığımız çiğliğe, seviyesizliğe, bayalığa, pespayeliğe, banallığa sizin de muhatap oluyor oluşunuz uzun vadede bir kazanç. 
bu yozlaşmış, çürümüş, kokuşmuş dilden toptan kurtulmak adına bir kazanç.",2020-05-22 08:48:29,0.0,0.0,0.0,1.0,1590137309
Rayifoglu,@Fox,@GuzinYildizz @fox @KucukkayaIsmail Karahasanoğlu'nun yazılarını zaman zaman okuyan biri olarak söylüyorum Davutoğlu akit tv'ye gitmemeliydi.,2020-05-22 08:45:00,0.0,0.0,0.0,1.0,1590137100
VatanSever_1907,@Fox,"RT @GuzinYildizz: Akit Tv rezaletini görünce eminim herkes aynı şeyi düşünmüştür.
Daha önce de söylüyorduk ama yinelemekte fayda var.
Sürek…",2020-05-22 08:43:48,0.0,0.0,0.0,1.0,1590137028
todem2006,@Fox,@GuzinYildizz @fox @KucukkayaIsmail Güzin hn bu medyayı kim yarattı?,2020-05-22 08:42:13,0.0,0.0,0.0,1.0,1590136933
GuzinYildizz,@Fox,"Akit Tv rezaletini görünce eminim herkes aynı şeyi düşünmüştür.
Daha önce de söylüyorduk ama yinelemekte fayda var.
Sürekli muhalif diye hırpaladıkları @fox ve @KucukkayaIsmail 'e kalitesi,üslubu ve nezaketi için teşekkür etmek gerek. Muhalif olmak haysiyetsiz olmayı gerektirmez.",2020-05-22 08:40:47,0.0,0.0,0.0,1.0,1590136847
WhicketWilliams,@Fox,We know the evil who control @fox are not going to allow any new facts out. We go to #Q when we want the skinny https://t.co/UcBeFg9Oqy,2020-05-22 08:38:46,-0.6971,0.043,0.2,0.757,1590136726
AkbabaGulzade,@Fox,RT @GLCAL29430093: #Sağlıkçılarsahipsiz daha ne kadar görmezden geleceksiniz bizi?? @drfahrettinkoca  @RTErdogan  @BeratAlbayrak @fox @atv…,2020-05-22 08:15:11,0.0,0.0,0.0,1.0,1590135311
UKMTB_Chat,@Fox,"@ocallaghan_c @YT_Industries @UCI_MTB @TLD_BIKE @crankbrothers @fox @oakley @LimkLeaderSport @WhatsTheScoreLM @fxsupplements @SportingLK @e13_components @TRPcycling Good luck man, we’re rooting for you! 👊🏽",2020-05-22 07:56:50,0.7345,0.212,0.0,0.788,1590134210
realcardiffman,@Fox,@LisaSmith4680 @fox @dbongino @TuckerCarlson Katherine Hermes @KWoodfieldMBA - a Trumpist that only “respects” laws and law enforcement when convenient. Typical.,2020-05-22 07:50:44,0.0,0.0,0.0,1.0,1590133844
Snbhr121,@Fox,RT @GLCAL29430093: #Saglikcilarsahipsiz Bizlerin gözü fazlasında değil sadece hakkımız olan da artık görün bizi! @drfahrettinkoca  @RTErdog…,2020-05-22 07:21:33,0.0,0.0,0.0,1.0,1590132093
EmreUludoan5,@Fox,RT @GLCAL29430093: #Saglikcilarsahipsiz Bizlerin gözü fazlasında değil sadece hakkımız olan da artık görün bizi! @drfahrettinkoca  @RTErdog…,2020-05-22 07:14:00,0.0,0.0,0.0,1.0,1590131640
satanicoding,@Fox,"RT @fox: 💡here’s another reason to care about HTML: monitoring &amp; testing tools.

any tool crawling the DOM is likely to fail if the markup…",2020-05-22 06:55:28,-0.0772,0.104,0.114,0.782,1590130528
ali_kuruoglu732,@Fox,RT @GLCAL29430093: #Saglikcilarsahipsiz Bizlerin gözü fazlasında değil sadece hakkımız olan da artık görün bizi! @drfahrettinkoca  @RTErdog…,2020-05-22 06:40:15,0.0,0.0,0.0,1.0,1590129615
stockulus,@Fox,"RT @fox: 💡here’s another reason to care about HTML: monitoring &amp; testing tools.

any tool crawling the DOM is likely to fail if the markup…",2020-05-22 06:03:26,-0.0772,0.104,0.114,0.782,1590127406
UKMTB_Chat,@Fox,@ocallaghan_c @YT_Industries @UCI_MTB @TLD_BIKE @crankbrothers @fox @oakley @LimkLeaderSport @WhatsTheScoreLM @fxsupplements @SportingLK @e13_components @TRPcycling Is racing confirmed for September dude? 🤞🏽,2020-05-22 05:44:55,0.0,0.0,0.0,1.0,1590126295
UKMTB_Chat,@Fox,RT @ocallaghan_c: Great to be back in the hills after 8 weeks of Strength and Conditioning .Still long way off for Sept Race schedule @YT_I…,2020-05-22 05:43:17,0.8074,0.241,0.0,0.759,1590126197
Juju_rja,@Fox,"Call it what you want, but @FOX, et al has gone down hill because of the exact people @POTUS named, and a few more. There are enough #FakeNews out there. FOX was considered one of the better networks. https://t.co/Ntq7eR6xlp",2020-05-22 05:39:02,0.6124,0.119,0.0,0.881,1590125942
5dragons,@Fox,@thejtlewis @realDonaldTrump You do realise @fox is owned by Murdoch?,2020-05-22 05:32:25,0.0,0.0,0.0,1.0,1590125545
huriyevahap,@Fox,RT @busra_kat: #Saglikcilarsahipsiz Bizlerin gözü fazlasında değil sadece hakkımız olan da artık görün bizi! @drfahrettinkoca  @RTErdogan…,2020-05-22 05:20:47,0.0,0.0,0.0,1.0,1590124847
onesimohere,@Fox,@morethanmySLE @Alyssa_Milano @Fox is getting out the vote by panicking their base,2020-05-22 05:18:53,-0.4404,0.0,0.209,0.791,1590124733
onesimohere,@Fox,"@greenhousenyt @mehdirhasan @ddale8 He has sons, @Fox exists....plenty to get started with",2020-05-22 05:15:11,0.0,0.0,0.0,1.0,1590124511
ThijsNiks,@Fox,"RT @fox: @rauchg if you liked this, you will enjoy this netflix case study I featured a while back in @perfemail. it covers the AVIF image…",2020-05-22 04:50:37,0.7184,0.2,0.0,0.8,1590123037
lindahornet,@Fox,RT @TimMayotte: Thanks to all the folks at @FOX,2020-05-22 04:50:33,0.4404,0.266,0.0,0.734,1590123033
elizabethriggs2,@Fox,"RT @AmCoTelegraph: Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WA…",2020-05-22 04:44:45,0.0,0.0,0.0,1.0,1590122685
FashnActivists,@Fox,@edwardharris251 @Acyn @realDonaldTrump @fox ID-BOT I’m not comparing that event to a much larger heinous event-not the point! It’s Dumps insane reaction/tweets to this when HE’S LITERALLY the ONLY PREZ/ PERSON WHOS KILLED MORE PEOPLE in HISTORY BEC HE DIDN’T DO HIS FUGGING JOB! Face the truth &amp; find anthr Ass to hide in!😳,2020-05-22 04:32:14,-0.9372,0.033,0.242,0.725,1590121934
selmauygar3,@Fox,RT @GLCAL29430093: #Sağlıkçılarsahipsiz daha ne kadar görmezden geleceksiniz bizi?? @drfahrettinkoca  @RTErdogan  @BeratAlbayrak @fox @atv…,2020-05-22 04:26:05,0.0,0.0,0.0,1.0,1590121565
cscadsw,@Fox,@fox @seanhannity @WhiteHouse https://t.co/t5ipFZiel2,2020-05-22 04:21:10,0.0,0.0,0.0,1.0,1590121270
alecmunro,@Fox,"RT @fox: 💡here’s another reason to care about HTML: monitoring &amp; testing tools.

any tool crawling the DOM is likely to fail if the markup…",2020-05-22 04:07:47,-0.0772,0.104,0.114,0.782,1590120467
FashnActivists,@Fox,@SteveYost16 @Acyn @realDonaldTrump And THIS should be filmed and sent in to @fox! 😳Sorry I know that seems and is insensitive ..all that goes on w him and his reactions/actions are INSANE..as I think that we are insane for allowing him to keep “leading” us into the ground! He needed to be removed long ago!,2020-05-22 04:07:34,-0.6679,0.0,0.092,0.908,1590120454
Patty03080349,@Fox,"RT @ljlyman24: @TheLastRefuge2 Yet this is nowhere to be found ....not even @Fox, the pretend conservative network.",2020-05-22 04:06:05,-0.1027,0.0,0.08,0.92,1590120365
ljlyman24,@Fox,"@TheLastRefuge2 Yet this is nowhere to be found ....not even @Fox, the pretend conservative network.",2020-05-22 03:55:59,-0.1027,0.0,0.091,0.909,1590119759
CalBrownBear,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 03:42:11,0.5574,0.135,0.0,0.865,1590118931
AwakenedMarie,@Fox,"RT @AmCoTelegraph: Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WA…",2020-05-22 03:35:32,0.0,0.0,0.0,1.0,1590118532
riblah,@Fox,"@fox yep, I wonder how often mentorship occurs because the mentor 'sees some younger version of themselves' in the mentee, obviously harder to get if you're in a minority group",2020-05-22 03:31:01,0.296,0.071,0.0,0.929,1590118261
ginapaints,@Fox,RT @LisaSmith4680: THIS is INSANITY!!!! Katherine Hermes Country Home small store has been closed down. All she was doing was FB live to pr…,2020-05-22 03:30:33,-0.765,0.0,0.196,0.804,1590118233
shellyj247,@Fox,@AmCoTelegraph @CNN @MSNBC @fox So true...🤨,2020-05-22 03:30:31,0.5598,0.287,0.0,0.713,1590118231
JoCo_Princess,@Fox,@LisaSmith4680 @fox @dbongino @TuckerCarlson Murphy is on a power trip! He needs to be stopped! He’s outta control,2020-05-22 03:16:24,-0.3578,0.0,0.127,0.873,1590117384
surayareads,@Fox,"RT @yourasking4it: #savesingleparents #renewsingleparents 
@ABCNetwork
 SOMEON PICK THIS WONDERFUL SHOW UP 
@netflix
 
@hulu
 
@Fox
 YOU NE…",2020-05-22 03:14:42,0.7424,0.261,0.0,0.739,1590117282
m0nsterlab,@Fox,RT @LisaSmith4680: THIS is INSANITY!!!! Katherine Hermes Country Home small store has been closed down. All she was doing was FB live to pr…,2020-05-22 03:14:07,-0.765,0.0,0.196,0.804,1590117247
glenbacrichards,@Fox,"1421 3rd ave south sr #mn 90s cot with single jamr sayd just to many things pilled on tv Cheryl,Florida huby had same items movd last summer it singles got normal new owen very high tech intermediate Florida conectd @realDonaldTrump @GovTimWalz @nbc @cbc @bbc @fox @cbs @abc @wcco",2020-05-22 03:13:15,0.0,0.0,0.0,1.0,1590117195
KimberlyShaw81,@Fox,RT @LisaSmith4680: THIS is INSANITY!!!! Katherine Hermes Country Home small store has been closed down. All she was doing was FB live to pr…,2020-05-22 03:13:13,-0.765,0.0,0.196,0.804,1590117193
d3000e2c3d4e4de,@Fox,@Fox Business should have kept Trish Regan. Elizabeth McDonald doesn't even compare. I watched her show only once. I watched Trish everytime she was on.,2020-05-22 03:10:03,0.0,0.0,0.0,1.0,1590117003
FashnActivists,@Fox,@Acyn @realDonaldTrump We need to start a campaign to have EVERYONE WHOS INTERESTED  IN SHARING THEIR LAST MIN/day of life stories and send the reels to @FOX!! FAMILIES WHO WANT THE WORLD TO REMEMBER THEIR LOVED ONES &amp; this travesty OF A PREZ WHO TOOK THEM/KILLED THEM -SEND YOUR VIDEOS TO @FOX!,2020-05-22 02:55:20,0.8788,0.22,0.066,0.713,1590116120
GlobalEventMary,@Fox,Arrest him #pompeo ⁦@MSNBC_Breaking⁩ @fox ⁦@kenolin1⁩ ⁦@DoD_IG⁩ ⁦@VelshiMSNBC⁩ ⁦@jaketapper⁩  https://t.co/50M6Ns10y1,2020-05-22 02:53:09,-0.34,0.0,0.211,0.789,1590115989
tsaeB_fo_kraM,@Fox,"#MarkOfTheBeast 

So @SenTomCotton aka @TomCottonAR aka #LittleTommyCottonmouth aka #BIGot aka #Pharisee are you a Christian or just play one on @FOX 
Tell us smart guy, what does a child of God look like? Does GOD have “ILLEGAL” children? 
Here’s a stone privileged one! Hurl it! https://t.co/hinHg2xNke https://t.co/XjQaJooUGC",2020-05-22 02:52:38,0.9369,0.285,0.0,0.715,1590115958
callmevlad,@Fox,@fox 😅,2020-05-22 02:47:54,0.3612,0.385,0.0,0.615,1590115674
vega_fam510,@Fox,@peltzmadeline Lol! Trump gave @fox there nuts 🥜 back. #eatingthereown,2020-05-22 02:46:57,0.2003,0.231,0.172,0.597,1590115617
DSBLuvsDogs,@Fox,"@revrrlewis @fox is killing their audience. 
Literally.",2020-05-22 02:42:11,-0.6597,0.0,0.423,0.577,1590115331
chargergreg,@Fox,@AmCoTelegraph @CNN @MSNBC @fox When he kills someone. OH WAIT. I forgot. All deaths now are caused by the Coronavirus. #MaybeNever,2020-05-22 02:35:50,-0.5423,0.0,0.149,0.851,1590114950
chargergreg,@Fox,"RT @AmCoTelegraph: Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WA…",2020-05-22 02:34:06,0.0,0.0,0.0,1.0,1590114846
R9kBdr3yUDrwRVy,@Fox,很多人可能会不赞同，但是福克斯新闻@FOX 真的没有帮共和党什么，老子的11月份大选，他们一点忙也没帮上。当然福克斯新闻里还是有敢讲真话的人。但是更多的还是那些垃圾玩意，比如胡安·威廉斯（Juan Williams），舒默瑞特·克里斯（Schumerite Cris）,2020-05-22 02:33:53,0.0,0.0,0.0,1.0,1590114833
riddlewinnie1,@Fox,"@pantomath__ @realDonaldTrump Because they can't defend @realDonaldTrump &amp; is insanity, so @Fox tries to attack @JoeBiden! They have no defense",2020-05-22 02:29:30,-0.8157,0.0,0.332,0.668,1590114570
lonnie_prater,@Fox,"@realDonaldTrump OANN broadcast your entire Michigan trip. Including the discussion with the African Americans and religious leaders. @Fox was broadcasting fake polls. Trump 39 Biden 50. Never showed the round table discussion.  
It was a great discussion.",2020-05-22 02:29:19,0.25,0.097,0.073,0.829,1590114559
_saveSP,@Fox,"RT @SAVESINGLEPARE2: #savesingleparents #renewsingleparents 
@ABCNetwork
 SOMEON PICK THIS WONDERFUL SHOW UP 
@netflix
 
@hulu
 
@Fox
THERE…",2020-05-22 02:29:08,0.7424,0.274,0.0,0.726,1590114548
Hazzeydaz,@Fox,"RT @AmCoTelegraph: Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WA…",2020-05-22 02:28:54,0.0,0.0,0.0,1.0,1590114534
TNPats,@Fox,@CNN @MSNBC @ABC @FOX Where are YOU? Back on white crime not news worthy? https://t.co/uEmoOBrqkV,2020-05-22 02:28:08,-0.7404,0.0,0.325,0.675,1590114488
